DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3272;P3273S1;P3273S2;P3273S4;P3273S5;P3273S6;P3274;P3275S1;P3275S2;P3275S4;P3275S5;P3275S6;P3275S7;P3275S8;P3275S9;P3275S10;P3276;P3277S1;P3277S2;P3277S3;P3277S4;P3277S5;P3277S6;P3277S7;P3277S8;P3277S9;P3277S10;P3277S11;P3277S12;P3277S13;P3278;P3279S1;P3279S2;P3279S3;P3279S4;P3279S5;P3279S6;P3280S1;P3280S2;P3280S3;P3280S4;P3280S5;P3280S6;P3280S7;P3280S8;P3280S9;P3280S10;P3280S11;P3281;P3282;P3283S1;P3283S2;P3283S3;P3283S4;P3283S5;P3283S6;P3283S7;P3283S8;P3283S9;P3283S10;P3283S11;P3283S12;P3283S13;P3284S1;P3284S2;P3284S3;P3284S4;P3284S5;P3285;P3286;P3287S1;P3287S2;P3287S3;P3287S4;P3504;P3288;P3289;P3290;P3291;P3291S1;P3292S1;P3292S2;P3292S3;P3292S4;P3292S5;P3292S6;P3292S7;P3292S8;P3292S9;P3292S10;P3292S11;P3293S1;P3293S2;P3293S3;P3293S4;P3293S5;P3293S6;P3293S7;P3293S8;P3293S9;P3294S1;P3294S2;P3294S3;P3294S4;P3294S5;P3294S6;P3294S7;P3294S8;P3294S9;P3294S10;P3294S11;P3294S12;P3295;P3296;P3297;P3298;P3299;P3300;P3301
601727;237;2;1;2;80.830238743;1;;1;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
601729;237;3;1;3;64.180907558;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;1;;;;;;;;;;;;;;9;;;;;;;;12;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;11
601774;237;1;1;1;64.591848744;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;9;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;4;1;;
601784;237;2;1;2;494.85232941;2;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
601797;237;2;1;2;35.173658127;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
601804;237;1;1;1;69.909190999;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;1;;;;;;;;;;2;;;;;;6
601805;237;1;1;1;69.909190999;2;;;;;;;;;;;;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;1;1;;;;;;;;;;2;;;;;;6
601890;237;5;1;5;38.752984963;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
601910;237;5;1;5;79.046750242;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
601930;237;2;1;2;56.52876988;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
601930;237;1;1;1;56.52876988;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;6;2;;320000;320000;;1;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;1;;;1;2;2;5;1;;
601934;237;1;1;1;1501.581544;2;;;;;;;;;;;;;;;;1;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602111;237;1;1;1;332.2266434;1;1;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602185;237;2;1;2;1711.7404206;1;1;1;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;9;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;13
602200;237;1;1;1;711.87459989;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602216;237;2;1;2;56.282702285;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;2;;;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602218;237;1;1;1;69.506214054;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;12;3;;2000000;2000000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;3;2;3;
602223;237;1;1;1;82.093230657;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;3;2;1;100000;100000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;12
602253;237;1;1;1;76.168622031;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;1
602291;237;1;1;1;803.09397023;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602298;237;2;1;2;696.06321549;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602405;237;1;1;1;402.78468399;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;;;;;;;;;;;;1;;;;;;;;;;5;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;1;;;;;;;2;;;;;;7
602417;237;2;1;2;75.701695133;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602420;237;1;1;1;75.400332834;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;11;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;1;;;;2;;;;;;13
602437;237;1;1;1;78.130265251;2;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;2;;;;;;;;;;;;2;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;6
602477;237;1;1;1;85.021418867;1;1;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;2;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;1;1;2;1;;
602482;237;2;1;2;660.64825386;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;10;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;6
602491;237;1;1;1;425.16004992;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;1;;;;;;;1;3;1;4;2;1;
602497;237;1;1;1;51.002440338;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;;;1;1;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;1;2;2;2;2;3;
602509;237;1;1;1;100.48364219;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;2;;;;;9;;;;;;;;9;9;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;6
602511;237;2;1;2;72.430597469;2;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;2;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;;;;;3
602512;237;1;1;1;101.63986969;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;7;;800000;800000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;7
602517;237;1;1;1;77.137396787;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;2;;;;;;;;;;;;2;;1;;;;1;;;;;;1;;;;;;;;;;;1;2;2;3;2;2;
602517;237;3;1;3;77.137396787;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;5;2;;;1;1;1;;;;;;;;;1;1;;;1;;;;;;1;;;;;;;;;;;1;2;2;3;2;2;
602573;237;3;1;3;59.143288863;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;10;4;;2000000;2000000;;1;1;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;1;4;;2;;1;
602619;237;1;1;1;47.283548143;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;1;2;1;2;2;1;
602659;237;2;1;2;368.65206434;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;1;1;;;1;;;1;;;;;;;;;;;;7;9;1;1200000;1200000;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;2;;;;;;1
602659;237;3;1;3;368.65206434;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;6;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602682;237;1;1;1;462.87151743;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;2;;1;;;;;;;;;;;6;1;2;;;1;1;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;6
602683;237;3;1;3;1023.893143;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;2;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;2;;;;;;1
602691;237;1;1;1;636.19520889;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;6;2;;99;99;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;4
602691;237;2;1;2;636.19520889;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;1;;;;;;;;;;;;1;;;;;;;;;;4;2;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602694;237;1;1;1;1832.1348246;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;;;;;;;;;;;;;2;;1;;;;;;;;;;;8;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602694;237;2;1;2;1832.1348246;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;1;1;;;;;;;;;;;1;;;;;;;;;;;4;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602696;237;1;1;1;35.173658127;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;8;4;;15000000;15000000;;;;;;;;;;2;;;;;;;;;;2;;;;;;1;1;;;;;;2;;;;;;13
602705;237;2;1;2;35.173658127;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2860000;2860000;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;7
602740;237;1;1;1;840.30227044;2;;;;;;;;;;;;;;;;9;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7;2;;;1;;1;1;;;;;;;;1;;;;1;1;;;;;1;1;;1;1;;;;;;;2;;;;;;3
602750;237;1;1;1;111.71117382;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;;;1;;1;;;;;1;;1;;;;;;;;;;5;1;2;;;1;;;;;;;;;;;;1;;;;;;;;;1;1;1;;;;1;1;;;;2;;;;;;6
602861;237;1;1;1;140.54143151;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;7;7;2;;;;;1;;;;;;;;;;;;;;;;;2;;;1;;;1;;;;;;;2;;;;;;4
602865;237;1;1;1;160.68083063;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;1;;;;;;;;;;1;;;;;;;;;;;;10;4;1;1200000;1200000;;;1;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;2;;;;;;3
602909;237;1;1;1;105.8889979;2;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;2;2;;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;2;;;;;;10
602918;237;1;1;1;241.09345101;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;2;;;1;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
602962;237;1;1;1;171.8349361;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;2;;;;;;3
602981;237;1;1;1;181.24351096;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;1;1;1;;1;1;1;;1;;;;1;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
602993;237;3;1;3;178.87577525;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;;;;;;;;;;;;;1;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;1
603138;237;2;1;2;91.234304357;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;7;2;;;;1;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;2;;;;;;3
603186;237;1;1;1;110.92947425;2;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
603426;237;2;1;2;921.11071138;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;2;;;;1;1;;1;;;;;;;1;;1;1;;;;;;1;;;;;;;;;;;;2;;;;;;3
603439;237;1;1;1;706.77296481;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
603442;237;1;1;1;701.46123405;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
603453;237;1;1;1;949.62232806;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
603481;237;1;1;1;985.076733;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;2;;;1;1;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
603488;237;1;1;1;1088.1133843;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;1;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;1;3;1;1;1;;
603492;237;1;1;1;930.60912635;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;8;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
603522;237;1;1;1;3464.7941722;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;7;7;;1080000;1080000;;;;;;;;;;2;;;;;;;;;1;;;;;1;;;;;;;;;2;;;;;;1
603529;237;2;1;2;798.00109184;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;4;2;;;;1;;1;1;1;;;;;;;;;;1;;;;;;1;;;;;;;;;;;2;;;;;;3
603543;237;2;1;2;260.07874577;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;1;1;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;2;;1;2;2;4;1;;
603549;237;2;1;2;594.2098777;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;1;1;;1;1;1;1;;;;;1;1;;;;;;;;;;;10;2;2;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;2;;1;2;2;4;1;;
603570;237;1;1;1;167.67222603;2;;;;;;;;;;;;;;;;1;1;1;;1;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;;;1;1;;1;1;;;;;;;;;;;;1;;;;1;1;1;;;;;;;;;;2;;;;;;3
603714;237;1;1;1;83.407456864;1;;;;1;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;9;;;;;;;;;;;;;9;;;;;;;;;2;;;;;;1;;;;;;;2;;;;;;1
603737;237;1;1;1;138.5118013;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;2;;;1;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;9;2;;;;;;3
603788;237;4;1;4;120.5804067;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
603798;237;2;1;2;65.129426881;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;1;;;;;;;;;;;;;;9;;;;;;;;10;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
603799;237;1;1;1;374.03970766;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;1;;;;;;;;;;;1;;;;;;;;;;;1;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
604044;237;1;1;1;133.73728119;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
604118;237;1;1;1;475.16509413;2;;;;;;;;;;;;;;;;1;1;;1;1;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;1;300000;300000;;;1;;;;;;;;;;;;;;;;;2;1;;1;1;1;1;;1;1;;;;1;4;;5;;2;
604118;237;2;1;2;475.16509413;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;1;4;;4;;;
604164;237;2;1;2;351.22057863;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;2;;;1;1;1;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;3
604165;237;1;1;1;513.41838647;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;2;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
604178;237;1;1;1;291.85851177;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;2;;;1;1;;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;1
604179;237;3;1;3;360.8345087;1;1;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;2;;;1;1;1;1;;;1;1;;;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;6
604194;237;1;1;1;322.50740797;2;;;;;;;;;;;;;;;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;1;4;;4;;;
604223;237;1;1;1;569.92477024;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;3;6;;40000000;40000000;;1;1;;1;;;;;;;;;;;;;1;;;1;;;;;1;;;;;;;1;2;2;4;1;;
604261;237;1;1;1;1055.8142822;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
604332;237;1;1;1;61.503873166;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
604353;237;1;1;1;49.261942687;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;5;2;;99;99;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
604358;237;1;1;1;41.017629723;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;6;6;;800000;800000;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;3;2;2;2;3;
604371;237;2;1;2;40.063475946;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;1;;;;;;;;;;;;;;;;;;2;1;;1;1;;1;;1;1;;;;2;;;;;;3
